,pop,communes,small_food_per10k,large_food_per10k,non_food_per10k,fuel_per10k,outlets_per10k,jobs_per1000,jobs_per_est,big_share,jobs_growth_12_24,est_growth_12_24,tob_per10k
Mainland France,65781664.0000,34456.0000,19.4352,2.2564,30.6242,1.5029,52.3158,25.6076,7.9437,0.3448,0.0959,-0.0197,3.6066
